-0.372708,-0.102711,0.0364822,-0.267686,1.47322,-1.08809,-0.329985,0.15037,-0.291837,1.43347,-0.900056,-0.356937,0.172699,-0.371394,1.38122,-0.741466,-0.353915,0.185548,-0.433645,1.32559,-0.730935,-0.287187,0.130671,-0.369051,1.39389,-0.781658,-0.0563001,-0.0387348,-0.0718146,1.62031,-0.941793,0.207817,-0.139762,0.2149,1.71812,-1.0729,0.389568,-0.181692,0.343785,1.73855,-1.14052,0.480403,-0.148884,0.395645,1.7006,-1.18766,0.598041,-0.00358398,0.466479,1.57381,-1.24719,0.64238,0.155319,0.472497,1.4469,-1.18884,0.543165,0.167242,0.424875,1.43104,-1.02237,0.390242,0.126909,0.362093,1.4473,-0.919838,0.202556,0.119768,0.214991,1.44132,-0.91594,0.0697804,0.124889,0.0753431,1.43528,-0.909452,0.00706427,0.108433,0.00771283,1.45213,-0.860836,-0.0491213,0.0668602,-0.0568298,1.49328,-0.851757,-0.0932091,0.00166935,-0.108998,1.56884,-0.900574,-0.097401,-0.111385,-0.106927,1.69385,-0.972511,-0.116106,-0.171405,-0.117038,1.74525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.01983,-0.129002,-0.018492,-0.125806,1.58893,-0.983247,-0.177499,0.223918,-0.174232,1.34688,-0.913177,-0.20269,0.188458,-0.21405,1.36728,-0.776721,-0.20989,0.11757,-0.261084,1.42057,-0.758937,-0.16504,0.0555273,-0.213575,1.49776,-0.898545,0.0554572,0.0161968,0.0616307,1.55277,-1.12042,0.291664,-0.0165578,0.254637,1.58557,-1.1573,0.343789,0.0608314,0.288382,1.51828,-1.13037,0.433853,0.236105,0.359391,1.36488,-1.1211,0.584099,0.319122,0.464526,1.29348,-1.04376,0.555087,0.311631,0.471286,1.28066,-0.999589,0.483076,0.264642,0.437048,1.31198,-0.944353,0.310635,0.225688,0.30964,1.33621,-0.900917,0.113717,0.220054,0.12201,1.33123,-0.888387,-0.0216488,0.191111,-0.0238192,1.3589,-0.87994,-0.119585,0.132174,-0.133593,1.4217,-0.865606,-0.207317,0.0443403,-0.23478,1.51962,-0.915198,-0.228631,-0.0559537,-0.244367,1.63186,-0.954731,-0.227907,-0.0991043,-0.233121,1.67423,-0.984345,-0.213172,-0.10214,-0.212164,1.67419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.00234,-0.216832,0.0252811,-0.212979,1.54558,-0.95025,-0.285047,0.212689,-0.284772,1.3506,-0.868507,-0.295729,0.223955,-0.318492,1.31843,-0.768762,-0.246601,0.131335,-0.306248,1.40159,-0.775562,-0.0815245,-0.0631867,-0.104389,1.65209,-0.936624,0.130542,-0.154819,0.136652,1.73461,-1.14674,0.325287,-0.0777251,0.2758,1.63847,-1.21784,0.554136,-0.0377882,0.426835,1.60182,-1.16152,0.629738,0.0793564,0.495834,1.50258,-1.07361,0.569411,0.160627,0.48308,1.42228,-1.06614,0.474958,0.221653,0.411289,1.36582,-0.967803,0.308339,0.204189,0.302187,1.36286,-0.886988,0.138,0.183207,0.151204,1.36711,-0.920404,0.0357214,0.161382,0.0382088,1.39722,-0.917696,-0.027364,0.114812,-0.0295789,1.44633,-0.886573,-0.119099,0.0367874,-0.133423,1.52933,-0.893184,-0.192845,-0.0568843,-0.212226,1.6344,-0.907096,-0.207867,-0.131008,-0.22303,1.71423,-0.991815,-0.190478,-0.155293,-0.187509,1.72611,-1.0256,-0.163719,-0.160775,-0.156418,1.72629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.04034,-0.172011,0.0464774,-0.163698,1.52615,-0.956211,-0.278866,0.327961,-0.269168,1.24039,-0.708039,-0.253382,0.128656,-0.338544,1.39105,-0.777178,-0.0380937,-0.0670211,-0.0487955,1.65682,-0.907597,0.242026,-0.205262,0.25446,1.79321,-1.12942,0.398213,-0.143079,0.336483,1.69681,-1.20608,0.620601,-0.00398339,0.475225,1.5741,-1.11298,0.661324,0.110427,0.53399,1.4719,-1.06929,0.577511,0.217456,0.486777,1.37017,-0.998448,0.39469,0.247527,0.366367,1.32778,-0.861703,0.207992,0.205783,0.230595,1.33638,-0.875716,0.06084,0.150023,0.0683703,1.40113,-0.898314,-0.0136036,0.0592332,-0.0151095,1.50495,-0.898406,-0.100814,-0.0334732,-0.11167,1.60804,-0.934703,-0.127368,-0.154535,-0.13364,1.73464,-0.994273,-0.119027,-0.131147,-0.118132,1.70194,-1.03373,-0.109824,-0.0988353,-0.105366,1.66612,-1.04282,-0.0780496,-0.0655295,-0.0745591,1.63355,-1.01013,-0.0908915,-0.0445076,-0.0896521,1.61483,-0.997659,-0.108877,-0.0375794,-0.108626,1.60845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.998717,-0.173317,0.00180243,-0.171828,1.56899,-1.01272,-0.249288,0.121399,-0.239707,1.45149,-0.967184,-0.257718,0.235207,-0.253353,1.33224,-0.809223,-0.251965,0.161416,-0.296359,1.37391,-0.773951,-0.186722,-0.0255254,-0.23661,1.60376,-0.849503,-0.114569,-0.137094,-0.132365,1.7308,-0.998448,-0.062326,-0.110708,-0.0619632,1.68123,-1.14839,0.0490899,-0.137761,0.042417,1.69019,-1.23127,0.120404,-0.0990321,0.0971666,1.65105,-1.17103,0.171032,0.00242925,0.145026,1.56872,-1.1319,0.253244,0.0554226,0.219854,1.52187,-1.14798,0.241889,0.167621,0.205552,1.42581,-1.13048,0.22129,0.195336,0.190551,1.3997,-0.988356,0.169501,0.182265,0.167081,1.38843,-0.904609,0.0678858,0.190537,0.0733016,1.3632,-0.918086,0.0445545,0.146925,0.0478834,1.41211,-0.893533,-0.0117256,0.102338,-0.0130367,1.45676,-0.887279,-0.0564369,0.0059914,-0.0635197,1.56404,-0.937683,-0.0738772,-0.0666031,-0.0784278,1.64171,-1.00608,-0.086588,-0.0655825,-0.0856723,1.63589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.01323,-0.0821721,0.0363933,-0.0808702,1.53489,-0.992827,-0.0751636,0.0907819,-0.0752497,1.47961,-1.03687,-0.0492467,0.112701,-0.0471825,1.46253,-1.00692,-0.0307523,0.185986,-0.030024,1.38815,-0.867579,-0.027473,0.0827116,-0.0315129,1.47575,-0.817557,-0.0327541,-0.0220675,-0.0400274,1.59778,-0.882342,0.0981899,-0.175152,0.108723,1.76676,-1.07565,0.2908,-0.186688,0.260321,1.74264,-1.0969,0.43294,-0.141549,0.373112,1.69913,-1.08345,0.494784,0.023972,0.428296,1.54867,-1.08872,0.546811,0.0687133,0.464651,1.50777,-1.05941,0.543786,0.12707,0.47133,1.45142,-0.987337,0.456514,0.238468,0.422392,1.33381,-0.844763,0.299155,0.259404,0.326418,1.27286,-0.843564,0.194736,0.234513,0.218852,1.29964,-0.873102,0.128589,0.109821,0.1451,1.44567,-0.939738,0.0398069,-0.0616953,0.0422434,1.63635,-1.00899,0.0110833,-0.120898,0.0109061,1.69005,-1.01966,0.0103567,-0.0564122,0.0101411,1.62606,-1.02649,0.0175142,-0.0027922,0.0170605,1.57352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.04825,0.0307782,0.0676018,0.0292923,1.5064,-0.973869,-0.00349052,0.187937,-0.00351923,1.38016,-0.815944,-0.0820614,0.123744,-0.0991096,1.42029,-0.734578,-0.0811119,-0.0266893,-0.109902,1.60711,-0.791944,-0.0205811,-0.145744,-0.0255533,1.75279,-0.936229,0.151058,-0.236777,0.155165,1.81851,-1.08495,0.402424,-0.115801,0.353343,1.67713,-1.18058,0.675046,0.0536303,0.518975,1.5254,-1.10736,0.78516,0.0235568,0.616657,1.54953,-0.955083,0.74705,0.0143422,0.663727,1.55578,-0.935572,0.73286,0.0909498,0.66221,1.47389,-0.966737,0.687342,0.11617,0.614684,1.4512,-0.929013,0.548174,0.0622664,0.532099,1.50387,-0.885992,0.36332,0.0457484,0.388691,1.51921,-0.914623,0.230264,0.0236795,0.246554,1.54491,-0.927146,0.111665,-0.0171434,0.119842,1.58928,-0.913177,0.0262749,-0.0757163,0.0286668,1.65352,-0.874505,-0.0676915,-0.150731,-0.0761333,1.74148,-0.90251,-0.110789,-0.192779,-0.119476,1.78124,-0.935911,-0.0704982,-0.234694,-0.072934,1.8165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.993282,-0.0367039,-0.0957377,-0.0367652,1.66688,-1.01528,-0.0482559,0.118622,-0.0471737,1.45449,-0.951988,-0.0601426,0.074771,-0.0628988,1.49242,-0.83726,-0.0524681,-0.0329494,-0.0625363,1.61013,-0.816854,0.0516548,-0.171884,0.0618023,1.77819,-0.857484,0.208064,-0.289578,0.225964,1.89648,-0.93945,0.441523,-0.384743,0.410243,1.9595,-1.0756,0.569611,-0.323767,0.469311,1.86318,-1.06236,0.575013,-0.197641,0.48902,1.75473,-0.982672,0.605724,-0.118972,0.54915,1.69128,-0.985417,0.641133,-0.0403239,0.576429,1.61169,-1.07016,0.605074,0.055107,0.514028,1.51935,-1.00746,0.493938,0.0624723,0.455084,1.50887,-0.917134,0.341278,0.0670964,0.355366,1.49777,-0.91136,0.209188,0.094118,0.224472,1.46789,-0.88716,0.126868,0.0428246,0.141878,1.52256,-0.864667,0.035128,-0.0487383,0.0405394,1.6271,-0.884756,-0.0385735,-0.138243,-0.0430486,1.72579,-0.915511,-0.0632729,-0.176828,-0.0677541,1.76159,-0.961488,-0.0554334,-0.194171,-0.0564528,1.77007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.01961,-0.147476,-0.0909103,-0.143083,1.65972,-1.0249,-0.426749,0.238596,-0.385271,1.34207,-0.932814,-0.392168,0.333475,-0.376948,1.22746,-0.725574,-0.327457,0.261096,-0.401574,1.22538,-0.682536,-0.22638,0.117735,-0.315902,1.39998,-0.787027,0.024895,-0.129595,0.0312012,1.734,-1.04257,0.258501,-0.204353,0.238677,1.76435,-1.20624,0.427826,-0.0406399,0.340656,1.60447,-1.2272,0.559362,0.0932679,0.426583,1.49494,-1.09328,0.555476,0.105307,0.468231,1.47477,-1.05867,0.589413,0.125137,0.505065,1.45314,-1.10847,0.594306,0.195921,0.48577,1.39585,-0.988949,0.423229,0.163766,0.399504,1.40669,-0.886823,0.229927,0.0914954,0.252401,1.46799,-0.883457,0.0929144,0.0526348,0.104602,1.51129,-0.875126,0.00108752,-0.000874867,0.0012427,1.5718,-0.871846,-0.0871251,-0.0942813,-0.0990275,1.67852,-0.871346,-0.168224,-0.215351,-0.185273,1.81309,-0.905416,-0.191055,-0.261387,-0.200024,1.85185,-0.95259,-0.206089,-0.194029,-0.208901,1.77173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.02564,-0.249133,0.0392406,-0.238121,1.53256,-1.06948,-0.29474,0.389504,-0.253387,1.22153,-0.834092,-0.351243,0.375879,-0.366573,1.14741,-0.606056,-0.332353,0.218024,-0.476375,1.22547,-0.671421,-0.144319,-0.0133788,-0.211683,1.59072,-0.893617,0.0964706,-0.171901,0.105617,1.76084,-1.11064,0.289661,-0.156463,0.252734,1.71075,-1.22382,0.463187,-0.0475791,0.361566,1.60965,-1.20145,0.567388,0.139212,0.438636,1.45544,-1.06237,0.570213,0.224188,0.483582,1.36282,-1.06462,0.572539,0.302705,0.477378,1.29378,-1.05403,0.504404,0.29574,0.431762,1.29725,-0.938126,0.325939,0.240846,0.324619,1.31949,-0.89484,0.140054,0.196853,0.151684,1.35426,-0.881302,0.00872728,0.115756,0.00981806,1.4402,-0.84923,-0.0988524,0.0461187,-0.115712,1.51654,-0.822074,-0.192522,-0.0431686,-0.229739,1.62326,-0.840685,-0.215514,-0.126097,-0.248288,1.71968,-0.908177,-0.204325,-0.157162,-0.21816,1.74215,-1.00062,-0.168207,-0.148506,-0.164774,1.71814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
