-0.00327229,0.00309076,-0.00866568,0.00718095,-0.0071,0.00644643,0.0249474,0.0101939,0.147777,0.0535951,0.190442,0.166973,0.0641049,0.201756,-0.116009,0.142088,-0.2816,0.0225072,-0.316152,-0.102825,-0.233067,-0.162769,-0.109556,-0.228376,0.0923603,-0.248421,0.221355,-0.128147,0.252717,0.0151011,0.25657,0.126974,0.179124,0.243004,-0.0372084,0.222079,-0.345222,0.0644019,-0.0880852,0.0141003
0.0278306,0.00516331,-0.0210723,0.00774172,0.0200678,0.0115922,0.200015,0.0612114,0.227613,0.185458,0.0535458,0.27079,-0.107334,0.190827,-0.293739,0.0496789,-0.367108,-0.0637017,-0.301246,-0.160324,-0.241784,-0.25,-0.0343278,-0.276183,0.227192,-0.198825,0.360211,-0.0526691,0.321925,0.0451104,0.256232,0.173924,0.113103,0.265699,-0.244956,0.205963,-0.354488,0.0517436,0.0096284,-0.0024226
-0.00512764,0.00938489,-0.0143744,0.00686591,0.00592692,0.00502048,0.168508,0.0144143,0.261419,0.141886,0.115294,0.252483,-0.160721,0.229964,-0.344203,0.0539335,-0.324255,-0.130688,-0.175592,-0.119038,-0.20675,-0.110303,-0.0610183,-0.231375,0.116598,-0.25061,0.337093,-0.08425,0.402863,0.0945517,0.190822,0.213604,-0.0324678,0.208226,-0.287693,0.137256,-0.175734,0.0739104,0.0313387,-0.00243481
-0.012198,0.00629793,-0.00979614,0.0081951,0.0425485,0.0140373,0.18101,0.0846014,0.186987,0.171878,0.101462,0.205359,-0.0689221,0.201525,-0.357806,0.0474908,-0.419577,-0.0847702,-0.317985,-0.13318,-0.236733,-0.259678,0.0799991,-0.361187,0.349579,-0.174592,0.377512,0.0539334,0.308794,0.180348,0.16511,0.240063,-0.129535,0.204595,-0.341698,0.108799,-0.122603,0.0473662,0.0319506,-0.000750789
-0.0151902,0.00754502,-0.00807851,0.00779126,0.0565714,0.0195999,0.217761,0.10999,0.24073,0.217824,0.0531091,0.253062,-0.171578,0.17789,-0.304144,0.0434595,-0.335837,-0.0891591,-0.326547,-0.204948,-0.286777,-0.269266,-0.127881,-0.278224,0.199865,-0.202337,0.457503,-0.102702,0.43012,0.0140691,0.266215,0.160346,0.106134,0.276638,-0.0618541,0.266727,-0.278715,0.137659,-0.248701,0.0261875
0.0380196,0.00269075,-0.00874287,0.00722191,-0.00439478,0.00540778,0.12953,0.0183027,0.225757,0.099269,0.136337,0.221812,-0.00474368,0.228046,-0.196194,0.106822,-0.353349,-0.0456517,-0.28479,-0.119819,-0.280765,-0.170068,-0.237948,-0.218777,0.0587365,-0.262943,0.325738,-0.171493,0.411942,-0.0107267,0.342444,0.172407,0.163687,0.249484,-0.143617,0.218579,-0.354043,0.12227,-0.102782,0.050267
0.0258153,-0.00294852,-0.0166194,0.00681575,0.0484879,0.0168718,0.199896,0.069602,0.221269,0.168103,0.0634367,0.231525,-0.136516,0.196998,-0.330419,0.0423263,-0.327722,-0.103361,-0.298961,-0.154194,-0.205684,-0.212923,0.0160746,-0.344506,0.235032,-0.285692,0.366026,-0.0279905,0.345003,0.152417,0.216439,0.250706,-0.033594,0.252622,-0.320387,0.147896,-0.178741,0.0437173,0.0332501,-0.00206364
-0.00875042,0.00698156,-0.0127736,0.006658,-0.00329995,0.00512995,-0.00834112,0.00648551,0.0637225,0.014369,0.204966,0.0818001,0.20269,0.214495,0.0421881,0.276483,-0.144184,0.207808,-0.410695,0.0206928,-0.448484,-0.171792,-0.291312,-0.224278,-0.0714857,-0.317575,0.255445,-0.321089,0.43167,-0.152396,0.359828,0.0283201,0.228187,0.232092,0.0794181,0.341176,-0.118407,0.2547,-0.343998,0.0755592
-0.0539124,0.0124462,0.0268451,0.00619502,0.0589198,0.0142698,0.242462,0.096217,0.190655,0.229578,0.00403993,0.281932,-0.224127,0.155105,-0.326883,-0.00650895,-0.322456,-0.128373,-0.318194,-0.259021,-0.156272,-0.326369,0.156692,-0.266047,0.351301,-0.0922193,0.428603,0.0966466,0.242192,0.239709,-0.0118878,0.26531,-0.204022,0.161302,-0.241963,0.0468847,-0.0312355,0.00727386,0.012896,0.00361065
-0.0144245,0.00572447,0.00117935,0.00563369,0.0892084,0.0258626,0.178698,0.0930654,0.16966,0.191265,0.0375681,0.233006,-0.181862,0.196887,-0.342271,0.0287035,-0.367855,-0.125225,-0.348527,-0.223547,-0.128063,-0.340769,0.220906,-0.332262,0.413735,-0.134903,0.406149,0.0702031,0.260336,0.218536,0.00306303,0.267527,-0.204011,0.189659,-0.241226,0.0876007,-0.0971966,0.0227242,0.0167822,-4.43E-06
