-0.004,0.038,1.007,0.004,0.038
-0.004,0.038,1.008,0.004,0.037
-0.004,0.035,1.007,0.004,0.035
-0.004,0.033,1.007,0.004,0.033
-0.001,0.036,1.006,0.001,0.036
-0.000,0.037,1.005,0.000,0.037
-0.001,0.036,1.005,0.001,0.035
-0.003,0.035,1.005,0.003,0.035
-0.001,0.035,1.003,0.001,0.035
-0.001,0.036,1.003,0.001,0.035
-0.001,0.035,1.003,0.001,0.035
-0.001,0.036,1.003,0.001,0.035
-0.002,0.035,1.003,0.002,0.035
-0.001,0.036,1.004,0.001,0.035
-0.002,0.035,1.004,0.002,0.035
-0.001,0.034,1.003,0.001,0.034
-0.002,0.035,1.003,0.002,0.035
-0.003,0.035,1.003,0.003,0.035
-0.002,0.035,1.004,0.002,0.035
-0.001,0.036,1.004,0.001,0.036
-0.002,0.036,1.003,0.002,0.036
-0.003,0.036,1.003,0.003,0.036
-0.002,0.036,1.002,0.002,0.036
-0.003,0.035,1.001,0.003,0.035
-0.003,0.036,1.002,0.003,0.036
-0.004,0.036,1.003,0.004,0.036
-0.004,0.036,1.003,0.004,0.036
-0.004,0.036,1.003,0.004,0.036
-0.004,0.036,1.004,0.004,0.036
-0.004,0.036,1.004,0.004,0.036
-0.003,0.037,1.003,0.003,0.037
-0.002,0.037,1.003,0.002,0.037
-0.002,0.036,1.003,0.002,0.036
-0.002,0.037,1.001,0.002,0.037
-0.003,0.036,1.003,0.003,0.036
-0.003,0.036,1.003,0.003,0.036
-0.003,0.036,1.004,0.003,0.036
-0.002,0.036,1.004,0.002,0.036
-0.002,0.036,1.004,0.002,0.036
-0.002,0.036,1.004,0.002,0.036
-0.002,0.036,1.004,0.001,0.035
-0.002,0.036,1.004,0.002,0.035
-0.002,0.035,1.004,0.002,0.035
-0.003,0.035,1.004,0.003,0.035
-0.002,0.035,1.004,0.002,0.035
-0.002,0.035,1.005,0.002,0.035
-0.003,0.037,1.005,0.003,0.036
-0.004,0.036,1.006,0.004,0.036
-0.003,0.036,1.006,0.003,0.035
-0.003,0.035,1.005,0.003,0.035
