2.480,-1.663,-0.256,-1.629,-1.006,-0.578,0.514,0.375
-1.514,0.179,-1.524,-0.166,1.485,-0.568,-2.242,1.036
-1.876,0.094,0.233,0.614,-0.962,0.867,1.619,-2.792
